InvoiceID,Date,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax,TotalPrice,Revenue,COGS,CustomerRating
GRC-ELE-028,3/27/2019,Greene City,Member,Male,Electronics,55.67,2.0,5.57,116.91,111.34,107.38,6.0
GRC-ELE-029,1/15/2019,Greene City,Normal,Male,Electronics,75.66,5.0,18.92,397.22,378.3,363.83,7.8
GRC-ELE-030,2/12/2019,Greene City,Member,Female,Electronics,39.48,1.0,1.97,41.45,39.48,37.84,6.5
GRC-ELE-031,1/31/2019,Greene City,Normal,Female,Electronics,43.0,4.0,8.6,180.6,172.0,162.64,7.6
GRC-ELE-032,1/24/2019,Greene City,Normal,Male,Electronics,75.88,7.0,26.56,557.72,531.16,519.87,8.9
GRC-ELE-033,1/12/2019,Greene City,Member,Male,Electronics,91.56,8.0,36.62,769.1,732.48,702.81,6.0
GRC-ELE-034,2/17/2019,Greene City,Member,Female,Electronics,35.74,8.0,14.3,300.22,285.92,272.91,4.9
GRC-ELE-035,1/31/2019,Greene City,Normal,Male,Electronics,72.13,10.0,36.07,757.37,721.3,703.54,4.2
GRC-ELE-036,3/16/2019,Greene City,Normal,Female,Electronics,95.64,4.0,19.13,401.69,382.56,369.75,7.9
GRC-ELE-037,1/31/2019,Greene City,Member,Male,Electronics,87.87,9.0,39.54,830.37,790.83,748.79,5.6
GRC-ELE-038,2/23/2019,Greene City,Member,Female,Electronics,75.59,9.0,34.02,714.33,680.31,643.45,8.0
GRC-ELE-039,3/25/2019,Greene City,Normal,Male,Electronics,52.89,4.0,10.58,222.14,211.56,207.0,6.7
GRC-ELE-040,2/28/2019,Greene City,Normal,Male,Electronics,60.3,1.0,3.02,63.32,60.3,58.09,6.0
GRC-ELE-041,2/25/2019,Greene City,Normal,Female,Electronics,52.79,10.0,26.4,554.3,527.9,502.63,10.0
GRC-ELE-042,1/28/2019,Greene City,Member,Female,Electronics,21.43,10.0,10.72,225.02,214.3,207.44,6.2
GRC-ELE-043,2/25/2019,Greene City,Member,Male,Electronics,39.75,1.0,1.99,41.74,39.75,38.81,6.1
GRC-ELE-044,1/19/2019,Greene City,Member,Female,Electronics,12.1,8.0,4.84,101.64,96.8,92.16,8.6
GRC-ELE-045,2/7/2019,Greene City,Normal,Female,Electronics,57.91,8.0,23.16,486.44,463.28,441.41,8.1
GRC-ELE-046,3/6/2019,Greene City,Normal,Male,Electronics,28.38,5.0,7.1,149.0,141.9,134.43,9.4
GRC-ELE-047,2/6/2019,Greene City,Member,Male,Electronics,50.45,6.0,15.14,317.84,302.7,296.36,8.9
GRC-ELE-048,3/2/2019,Greene City,Member,Female,Electronics,26.26,3.0,3.94,82.72,78.78,77.07,6.3
GRC-ELE-049,1/10/2019,Greene City,Normal,Female,Electronics,13.78,4.0,2.76,57.88,55.12,53.8,9.0
GRC-ELE-050,2/15/2019,Greene City,Normal,Female,Electronics,88.25,9.0,39.71,833.96,794.25,765.11,7.6
GRC-ELE-051,2/7/2019,Greene City,Normal,Male,Electronics,46.02,6.0,13.81,289.93,276.12,267.45,7.1
GRC-ELE-052,3/2/2019,Greene City,Normal,Female,Electronics,38.27,2.0,3.83,80.37,76.54,72.93,5.8
GRC-ELE-053,3/11/2019,Greene City,Member,Female,Electronics,34.49,5.0,8.62,181.07,172.45,166.04,9.0
GRC-ELE-054,1/26/2019,Greene City,Normal,Male,Electronics,87.08,7.0,30.48,640.04,609.56,589.02,5.5
GRC-ELE-055,3/10/2019,Greene City,Normal,Female,Electronics,25.45,1.0,1.27,26.72,25.45,24.9,5.1
GRC-FBV-001,2/20/2019,Greene City,Member,Female,Food and beverages,54.84,3.0,8.23,172.75,164.52,156.08,5.9
GRC-FBV-002,1/25/2019,Greene City,Normal,Female,Food and beverages,88.36,5.0,22.09,463.89,441.8,418.39,9.6
GRC-FBV-003,2/6/2019,Greene City,Member,Female,Food and beverages,20.01,9.0,9.0,189.09,180.09,175.49,4.1
GRC-FBV-004,3/5/2019,Greene City,Member,Female,Food and beverages,48.52,3.0,7.28,152.84,145.56,138.12,4.0
GRC-FBV-005,1/26/2019,Greene City,Normal,Female,Food and beverages,96.68,3.0,14.5,304.54,290.04,277.13,6.4
GRC-FBV-006,2/20/2019,Greene City,Normal,Male,Food and beverages,39.9,10.0,19.95,418.95,399.0,380.07,5.9
GRC-FBV-007,1/26/2019,Greene City,Member,Male,Food and beverages,80.05,5.0,20.01,420.26,400.25,388.44,9.4
GRC-FBV-008,1/18/2019,Greene City,Normal,Male,Food and beverages,19.79,8.0,7.92,166.24,158.32,154.26,8.7
GRC-FBV-009,3/5/2019,Greene City,Member,Male,Food and beverages,18.08,3.0,2.71,56.95,54.24,52.87,8.0
GRC-FBV-010,3/10/2019,Greene City,Normal,Female,Food and beverages,57.34,3.0,8.6,180.62,172.02,163.92,7.9
GRC-FBV-011,3/6/2019,Greene City,Normal,Male,Food and beverages,62.08,7.0,21.73,456.29,434.56,411.85,5.4
GRC-FBV-012,1/14/2019,Greene City,Normal,Male,Food and beverages,73.06,7.0,25.57,536.99,511.42,494.64,4.2
GRC-FBV-013,2/2/2019,Greene City,Member,Male,Food and beverages,46.55,9.0,20.95,439.9,418.95,402.36,6.4
GRC-FBV-014,1/8/2019,Greene City,Member,Female,Food and beverages,74.6,10.0,37.3,783.3,746.0,726.49,9.5
GRC-FBV-015,1/25/2019,Greene City,Normal,Female,Food and beverages,48.51,7.0,16.98,356.55,339.57,328.78,5.2
GRC-FBV-016,2/5/2019,Greene City,Member,Female,Food and beverages,42.82,9.0,19.27,404.65,385.38,376.08,8.9
GRC-FBV-017,1/7/2019,Greene City,Member,Female,Food and beverages,89.14,4.0,17.83,374.39,356.56,337.97,7.8
GRC-FBV-018,1/14/2019,Greene City,Normal,Female,Food and beverages,99.69,5.0,24.92,523.37,498.45,472.87,9.9
GRC-FBV-019,3/10/2019,Greene City,Normal,Male,Food and beverages,18.22,7.0,6.38,133.92,127.54,124.45,6.6
GRC-FBV-020,3/20/2019,Greene City,Member,Female,Food and beverages,20.87,3.0,3.13,65.74,62.61,59.59,8.0
GRC-FBV-021,2/15/2019,Greene City,Member,Female,Food and beverages,77.4,9.0,34.83,731.43,696.6,664.96,4.5
GRC-FBV-022,3/3/2019,Greene City,Member,Female,Food and beverages,73.05,10.0,36.53,767.03,730.5,699.04,8.7
GRC-FBV-023,1/29/2019,Greene City,Normal,Female,Food and beverages,84.05,6.0,25.22,529.52,504.3,490.95,7.7
GRC-FBV-024,2/7/2019,Greene City,Member,Female,Food and beverages,54.36,10.0,27.18,570.78,543.6,516.9,6.1
GRC-FBV-025,1/5/2019,Greene City,Normal,Female,Food and beverages,71.2,1.0,3.56,74.76,71.2,67.28,9.2
GRC-FBV-026,1/13/2019,Greene City,Normal,Male,Food and beverages,72.39,2.0,7.24,152.02,144.78,141.47,8.1
GRC-FBV-027,2/20/2019,Greene City,Normal,Male,Food and beverages,60.3,4.0,12.06,253.26,241.2,228.51,5.8
GRC-FBV-028,1/17/2019,Greene City,Member,Male,Food and beverages,57.89,2.0,5.79,121.57,115.78,109.56,8.9
GRC-FBV-029,1/26/2019,Greene City,Member,Female,Food and beverages,78.88,2.0,7.89,165.65,157.76,149.48,9.1
GRC-FBV-030,3/20/2019,Greene City,Member,Male,Food and beverages,79.91,3.0,11.99,251.72,239.73,234.3,5.0
GRC-FBV-031,3/8/2019,Greene City,Member,Female,Food and beverages,17.63,5.0,4.41,92.56,88.15,85.78,8.5
GRC-FBV-032,2/23/2019,Greene City,Member,Female,Food and beverages,98.79,3.0,14.82,311.19,296.37,284.95,6.4
GRC-FBV-033,2/20/2019,Greene City,Member,Male,Food and beverages,57.74,3.0,8.66,181.88,173.22,166.27,7.7
GRC-FBV-034,3/30/2019,Greene City,Member,Male,Food and beverages,93.4,2.0,9.34,196.14,186.8,181.26,5.5
GRC-FBV-035,3/27/2019,Greene City,Normal,Male,Food and beverages,32.32,3.0,4.85,101.81,96.96,91.92,4.3
GRC-FBV-036,2/4/2019,Greene City,Member,Male,Food and beverages,23.34,4.0,4.67,98.03,93.36,90.1,7.4
GRC-FBV-037,3/1/2019,Greene City,Member,Male,Food and beverages,53.72,1.0,2.69,56.41,53.72,52.51,6.4
GRC-FBV-038,2/11/2019,Greene City,Member,Female,Food and beverages,77.2,10.0,38.6,810.6,772.0,754.02,5.6
GRC-FBV-039,1/22/2019,Greene City,Normal,Female,Food and beverages,28.86,5.0,7.22,151.52,144.3,138.98,8.0
GRC-FBV-040,3/14/2019,Greene City,Normal,Female,Food and beverages,53.21,8.0,21.28,446.96,425.68,403.38,5.0
GRC-FBV-041,2/3/2019,Greene City,Member,Male,Food and beverages,47.16,5.0,11.79,247.59,235.8,228.47,6.0
GRC-FBV-042,1/1/2019,Greene City,Normal,Male,Food and beverages,21.12,8.0,8.45,177.41,168.96,161.19,6.3
GRC-FBV-043,1/8/2019,Greene City,Member,Female,Food and beverages,33.21,10.0,16.61,348.71,332.1,320.71,6.0
GRC-FBV-044,3/27/2019,Greene City,Member,Female,Food and beverages,29.15,3.0,4.37,91.82,87.45,83.86,7.3
GRC-FBV-045,2/24/2019,Greene City,Normal,Female,Food and beverages,26.43,8.0,10.57,222.01,211.44,206.83,8.9
GRC-FBV-046,2/25/2019,Greene City,Member,Female,Food and beverages,62.85,4.0,12.57,263.97,251.4,244.49,8.7
GRC-FBV-047,1/26/2019,Greene City,Normal,Male,Food and beverages,33.33,2.0,3.33,69.99,66.66,64.31,6.4
GRC-FBV-048,1/1/2019,Greene City,Member,Female,Food and beverages,84.63,10.0,42.32,888.62,846.3,827.02,9.0
GRC-FBV-049,2/26/2019,Greene City,Member,Male,Food and beverages,26.6,6.0,7.98,167.58,159.6,150.91,4.9
GRC-FBV-050,2/4/2019,Greene City,Normal,Female,Food and beverages,67.77,1.0,3.39,71.16,67.77,65.31,6.5
GRC-HBE-001,3/5/2019,Greene City,Normal,Male,Health and beauty,87.98,3.0,13.2,277.14,263.94,258.66,5.1
GRC-HBE-002,2/27/2019,Greene City,Member,Male,Health and beauty,56.69,9.0,25.51,535.72,510.21,494.8,8.4
GRC-HBE-003,2/14/2019,Greene City,Member,Male,Health and beauty,75.74,4.0,15.15,318.11,302.96,291.15,7.6
GRC-HBE-004,3/12/2019,Greene City,Member,Male,Health and beauty,64.36,9.0,28.96,608.2,579.24,561.34,8.6
GRC-HBE-005,3/29/2019,Greene City,Normal,Male,Health and beauty,87.87,10.0,43.94,922.64,878.7,848.4,5.1
GRC-HBE-006,3/19/2019,Greene City,Normal,Male,Health and beauty,30.35,7.0,10.62,223.07,212.45,206.67,8.0
GRC-HBE-007,3/30/2019,Greene City,Member,Male,Health and beauty,97.22,9.0,43.75,918.73,874.98,825.91,6.0
GRC-HBE-008,2/25/2019,Greene City,Member,Male,Health and beauty,42.57,8.0,17.03,357.59,340.56,332.22,5.6
GRC-HBE-009,2/6/2019,Greene City,Member,Male,Health and beauty,25.9,10.0,12.95,271.95,259.0,245.24,8.7
GRC-HBE-010,1/26/2019,Greene City,Member,Male,Health and beauty,69.37,9.0,31.22,655.55,624.33,591.93,4.0
GRC-HBE-011,2/11/2019,Greene City,Normal,Female,Health and beauty,84.09,9.0,37.84,794.65,756.81,728.54,8.0
GRC-HBE-012,2/26/2019,Greene City,Normal,Female,Health and beauty,99.71,6.0,29.91,628.17,598.26,577.24,7.9
GRC-HBE-013,2/20/2019,Greene City,Normal,Male,Health and beauty,66.68,5.0,16.67,350.07,333.4,315.39,7.6
GRC-HBE-014,3/13/2019,Greene City,Normal,Male,Health and beauty,18.11,10.0,9.06,190.16,181.1,177.19,5.9
GRC-HBE-015,3/12/2019,Greene City,Member,Male,Health and beauty,39.01,1.0,1.95,40.96,39.01,37.54,4.7
GRC-HBE-016,1/25/2019,Greene City,Member,Male,Health and beauty,51.13,4.0,10.23,214.75,204.52,193.1,4.0
GRC-HBE-017,3/5/2019,Greene City,Member,Female,Health and beauty,55.97,7.0,19.59,411.38,391.79,378.82,8.9
GRC-HBE-018,2/15/2019,Greene City,Member,Female,Health and beauty,76.9,7.0,26.92,565.22,538.3,514.64,7.7
GRC-HBE-019,2/27/2019,Greene City,Normal,Female,Health and beauty,13.5,10.0,6.75,141.75,135.0,130.15,4.8
GRC-HBE-020,3/5/2019,Greene City,Member,Female,Health and beauty,41.06,6.0,12.32,258.68,246.36,238.64,8.3
GRC-HBE-021,1/2/2019,Greene City,Normal,Female,Health and beauty,34.21,10.0,17.11,359.21,342.1,328.9,5.1
GRC-HBE-022,1/25/2019,Greene City,Normal,Male,Health and beauty,96.11,1.0,4.81,100.92,96.11,90.9,7.8
GRC-HBE-023,1/12/2019,Greene City,Normal,Female,Health and beauty,57.22,2.0,5.72,120.16,114.44,108.72,8.3
GRC-HBE-024,1/28/2019,Greene City,Member,Female,Health and beauty,19.15,1.0,0.96,20.11,19.15,18.32,9.5
GRC-HBE-025,1/12/2019,Greene City,Member,Female,Health and beauty,27.07,1.0,1.35,28.42,27.07,25.75,5.3
GRC-HBE-026,3/30/2019,Greene City,Member,Male,Health and beauty,72.57,8.0,29.03,609.59,580.56,558.0,4.6
GRC-HBE-027,3/5/2019,Greene City,Member,Female,Health and beauty,25.32,8.0,10.13,212.69,202.56,195.97,8.7
GRC-HBE-028,3/29/2019,Greene City,Member,Male,Health and beauty,61.29,5.0,15.32,321.77,306.45,295.94,7.0
GRC-HBE-029,3/29/2019,Greene City,Member,,Health and beauty,54.86,5.0,13.72,288.02,274.3,264.65,9.8
GRC-HBE-030,2/5/2019,Greene City,Normal,Female,Health and beauty,58.24,9.0,26.21,550.37,524.16,501.08,9.7
GRC-HBE-031,3/1/2019,Greene City,Normal,Male,Health and beauty,69.51,2.0,6.95,145.97,139.02,131.26,8.1
GRC-HBE-032,3/1/2019,Greene City,Normal,Male,Health and beauty,14.82,3.0,2.22,46.68,44.46,42.95,8.7
GRC-HBE-033,3/14/2019,Greene City,Member,Male,Health and beauty,82.58,10.0,41.29,867.09,825.8,784.04,5.0
GRC-HBE-034,1/15/2019,Greene City,Member,Male,Health and beauty,66.47,10.0,33.24,697.94,664.7,633.46,5.0
GRC-HBE-035,1/22/2019,Greene City,Normal,Female,Health and beauty,55.81,6.0,16.74,351.6,334.86,323.5,9.9
GRC-HBE-036,2/23/2019,Greene City,Normal,Female,Health and beauty,17.97,4.0,3.59,75.47,71.88,68.02,6.4
GRC-HBE-037,3/2/2019,Greene City,Normal,Female,Health and beauty,73.41,3.0,11.01,231.24,220.23,212.69,4.0
GRC-HBE-038,1/6/2019,Greene City,Member,Male,Health and beauty,80.47,9.0,36.21,760.44,724.23,694.39,9.2
GRC-HBE-039,3/29/2019,Greene City,Normal,Male,Health and beauty,71.77,7.0,25.12,527.51,502.39,484.85,8.9
GRC-HBE-040,3/15/2019,Greene City,Normal,Male,Health and beauty,92.78,1.0,4.64,97.42,92.78,87.53,9.8
GRC-HBE-041,1/14/2019,Greene City,Normal,Female,Health and beauty,17.75,1.0,0.89,18.64,17.75,17.28,8.6
GRC-HBE-042,3/15/2019,Greene City,Normal,Male,Health and beauty,10.75,8.0,4.3,90.3,86.0,83.76,6.2
GRC-HBE-043,1/27/2019,Greene City,Member,Male,Health and beauty,96.16,4.0,19.23,403.87,384.64,369.06,8.4
GRC-HBE-044,1/28/2019,Greene City,Member,Female,Health and beauty,72.11,9.0,32.45,681.44,648.99,621.47,7.7
GRC-HBE-045,2/25/2019,Greene City,Normal,Male,Health and beauty,62.57,4.0,12.51,262.79,250.28,238.3,9.5
GRC-HBE-046,2/15/2019,Greene City,Normal,Male,Health and beauty,57.59,6.0,17.28,362.82,345.54,326.05,5.1
GRC-HBE-047,1/28/2019,Greene City,Normal,Male,Health and beauty,99.16,8.0,39.66,832.94,793.28,761.1,4.2
GRC-HBE-048,3/24/2019,Greene City,Normal,Female,Health and beauty,82.88,5.0,20.72,435.12,414.4,395.51,6.6
GRC-HBE-049,2/21/2019,Greene City,Member,Male,Health and beauty,39.91,3.0,5.99,125.72,119.73,114.28,9.3
GRC-HBE-050,2/18/2019,Greene City,Normal,Female,Health and beauty,14.76,2.0,1.48,31.0,29.52,28.38,4.3
GRC-HBE-051,1/3/2019,Greene City,Member,Male,Health and beauty,62.0,8.0,24.8,520.8,496.0,482.89,6.2
GRC-HBE-052,1/28/2019,Greene City,Member,Male,Health and beauty,75.37,8.0,30.15,633.11,602.96,571.52,8.4
GRC-HML-001,3/11/2019,Greene City,Normal,Female,Home and lifestyle,40.3,2.0,4.03,84.63,80.6,77.31,4.4
GRC-HML-002,3/15/2019,Greene City,Normal,Male,Home and lifestyle,33.2,2.0,3.32,69.72,66.4,62.97,4.4
GRC-HML-003,3/3/2019,Greene City,Member,Male,Home and lifestyle,30.12,8.0,12.05,253.01,240.96,233.13,7.7
GRC-HML-004,1/17/2019,Greene City,Member,Female,Home and lifestyle,86.72,1.0,4.34,91.06,86.72,83.97,7.9
GRC-HML-005,3/7/2019,Greene City,Normal,Male,Home and lifestyle,16.16,2.0,1.62,33.94,32.32,30.81,6.5
GRC-HML-006,3/5/2019,Greene City,Normal,Male,Home and lifestyle,82.7,6.0,24.81,521.01,496.2,477.84,7.4
GRC-HML-007,1/20/2019,Greene City,Normal,Male,Home and lifestyle,53.44,2.0,5.34,112.22,106.88,103.29,4.1
GRC-HML-008,3/6/2019,Greene City,Member,Male,Home and lifestyle,71.86,8.0,28.74,603.62,574.88,557.92,6.2
GRC-HML-009,3/7/2019,Greene City,Normal,Male,Home and lifestyle,50.28,5.0,12.57,263.97,251.4,243.8,9.7
GRC-HML-010,3/3/2019,Greene City,Member,Female,Home and lifestyle,94.49,8.0,37.8,793.72,755.92,722.95,7.5
GRC-HML-011,2/8/2019,Greene City,Member,Male,Home and lifestyle,46.47,4.0,9.29,195.17,185.88,181.68,7.0
GRC-HML-012,2/11/2019,Greene City,Normal,Female,Home and lifestyle,77.04,3.0,11.56,242.68,231.12,222.62,7.2
GRC-HML-013,1/26/2019,Greene City,Normal,Male,Home and lifestyle,25.55,4.0,5.11,107.31,102.2,96.57,5.7
GRC-HML-014,2/15/2019,Greene City,Member,Male,Home and lifestyle,17.77,5.0,4.44,93.29,88.85,84.11,5.4
GRC-HML-015,3/20/2019,Greene City,Normal,Male,Home and lifestyle,92.36,5.0,23.09,484.89,461.8,448.41,4.9
GRC-HML-016,2/2/2019,Greene City,Normal,Male,Home and lifestyle,93.87,8.0,37.55,788.51,750.96,719.94,8.3
GRC-HML-017,2/7/2019,Greene City,Normal,Male,Home and lifestyle,22.02,9.0,9.91,208.09,198.18,192.66,6.8
GRC-HML-018,3/2/2019,Greene City,Member,Male,Home and lifestyle,27.0,9.0,12.15,255.15,243.0,235.66,4.8
GRC-HML-019,1/5/2019,Greene City,Member,Female,Home and lifestyle,35.38,9.0,15.92,334.34,318.42,309.16,9.6
GRC-HML-020,3/15/2019,Greene City,Normal,Male,Home and lifestyle,13.59,9.0,6.12,128.43,122.31,116.07,5.8
GRC-HML-021,2/12/2019,Greene City,Member,Male,Home and lifestyle,60.38,10.0,30.19,633.99,603.8,590.46,6.0
GRC-HML-022,2/4/2019,Greene City,Member,Female,Home and lifestyle,77.68,9.0,34.96,734.08,699.12,675.08,9.8
GRC-HML-023,3/19/2019,Greene City,Member,Male,Home and lifestyle,38.81,4.0,7.76,163.0,155.24,147.17,4.9
GRC-HML-024,1/20/2019,Greene City,Normal,Male,Home and lifestyle,37.48,3.0,5.62,118.06,112.44,109.73,7.7
GRC-HML-025,2/25/2019,Greene City,Member,Female,Home and lifestyle,82.04,5.0,20.51,430.71,410.2,390.93,7.6
GRC-HML-026,2/8/2019,Greene City,Normal,Male,Home and lifestyle,31.75,4.0,6.35,133.35,127.0,122.46,8.6
GRC-HML-027,1/17/2019,Greene City,Member,Female,Home and lifestyle,94.59,7.0,33.11,695.24,662.13,638.64,4.9
GRC-HML-028,3/18/2019,Greene City,Normal,Male,Home and lifestyle,99.7,3.0,14.96,314.06,299.1,291.51,4.7
GRC-HML-029,1/8/2019,Greene City,Member,Female,Home and lifestyle,49.1,2.0,4.91,103.11,98.2,94.25,6.4
GRC-HML-030,1/6/2019,Greene City,Normal,Male,Home and lifestyle,62.19,4.0,12.44,261.2,248.76,237.86,4.3
GRC-HML-031,3/2/2019,Greene City,Member,Female,Home and lifestyle,88.39,9.0,39.78,835.29,795.51,762.18,6.3
GRC-HML-032,3/18/2019,Greene City,Normal,Male,Home and lifestyle,44.12,3.0,6.62,138.98,132.36,128.59,7.9
GRC-HML-033,3/9/2019,Greene City,Member,Female,Home and lifestyle,52.18,7.0,18.26,383.52,365.26,351.86,9.3
GRC-HML-034,3/26/2019,Greene City,Member,Female,Home and lifestyle,12.29,9.0,5.53,116.14,110.61,104.51,8.0
GRC-HML-035,1/24/2019,Greene City,Normal,Male,Home and lifestyle,73.28,5.0,18.32,384.72,366.4,358.23,8.4
GRC-HML-036,3/5/2019,Greene City,Normal,Female,Home and lifestyle,95.46,8.0,38.18,801.86,763.68,739.38,4.7
GRC-HML-037,1/15/2019,Greene City,Normal,Female,Home and lifestyle,97.37,10.0,48.69,1022.39,973.7,933.57,4.9
GRC-HML-038,3/12/2019,Greene City,Member,Female,Home and lifestyle,40.73,7.0,14.26,299.37,285.11,274.16,5.4
GRC-HML-039,3/17/2019,Greene City,Normal,Female,Home and lifestyle,11.28,9.0,5.08,106.6,101.52,96.36,4.3
GRC-HML-040,1/12/2019,Greene City,Normal,Female,Home and lifestyle,51.07,7.0,17.87,375.36,357.49,337.57,7.0
GRC-HML-041,2/9/2019,Greene City,Normal,Male,Home and lifestyle,45.97,4.0,9.19,193.07,183.88,178.05,5.1
GRC-HML-042,1/27/2019,Greene City,Normal,Female,Home and lifestyle,49.01,10.0,24.51,514.61,490.1,466.78,4.2
GRC-HML-043,2/22/2019,Greene City,Normal,Male,Home and lifestyle,68.97,3.0,10.35,217.26,206.91,200.65,8.7
GRC-HML-044,2/8/2019,Greene City,Normal,Female,Home and lifestyle,16.37,6.0,4.91,103.13,98.22,94.5,7.0
GRC-HML-045,3/24/2019,Greene City,Normal,Male,Home and lifestyle,99.92,6.0,29.98,629.5,599.52,570.19,7.1
GRC-HML-046,1/3/2019,Greene City,Normal,Female,Home and lifestyle,63.15,6.0,18.95,397.85,378.9,370.54,9.8
GRC-HML-047,1/9/2019,Greene City,Member,Female,Home and lifestyle,21.9,3.0,3.29,68.99,65.7,64.19,4.7
GRC-HML-048,2/9/2019,Greene City,Member,Male,Home and lifestyle,65.91,6.0,19.77,415.23,395.46,383.57,5.7
GRC-HML-049,2/10/2019,Greene City,Member,Male,Home and lifestyle,36.91,7.0,12.92,271.29,258.37,252.1,6.7
GRC-HML-050,3/2/2019,Greene City,Normal,Female,Home and lifestyle,97.38,10.0,48.69,1022.49,973.8,922.95,4.4
GRC-STR-001,1/15/2019,Greene City,Member,Female,Sports and travel,93.72,6.0,28.12,590.44,562.32,534.88,4.5
GRC-STR-002,1/28/2019,Greene City,Member,Male,Sports and travel,78.07,9.0,35.13,737.76,702.63,684.68,4.5
GRC-STR-003,1/10/2019,Greene City,Normal,Male,Sports and travel,83.78,8.0,33.51,703.75,670.24,649.46,5.1
GRC-STR-004,2/8/2019,Greene City,Member,Female,Sports and travel,69.12,6.0,20.74,435.46,414.72,395.17,5.6
GRC-STR-005,2/3/2019,Greene City,Member,Female,Sports and travel,55.07,9.0,24.78,520.41,495.63,469.75,10.0
GRC-STR-006,2/5/2019,Greene City,Member,Female,Sports and travel,16.49,2.0,1.65,34.63,32.98,31.55,4.6
GRC-STR-007,3/9/2019,Greene City,Member,Male,Sports and travel,99.96,9.0,44.98,944.62,899.64,880.06,4.2
GRC-STR-008,2/8/2019,Greene City,Normal,Female,Sports and travel,90.28,9.0,40.63,853.15,812.52,784.24,7.2
GRC-STR-009,2/10/2019,Greene City,Normal,Female,Sports and travel,34.84,4.0,6.97,146.33,139.36,133.83,7.4
GRC-STR-010,2/16/2019,Greene City,Normal,Male,Sports and travel,51.91,10.0,25.96,545.06,519.1,504.03,8.2
GRC-STR-011,3/27/2019,Greene City,Normal,Male,Sports and travel,93.39,6.0,28.02,588.36,560.34,538.89,10.0
GRC-STR-012,1/4/2019,Greene City,Normal,Male,Sports and travel,46.42,3.0,6.96,146.22,139.26,133.06,4.4
GRC-STR-013,3/11/2019,Greene City,Member,Female,Sports and travel,29.61,7.0,10.36,217.63,207.27,197.19,6.5
GRC-STR-014,3/24/2019,Greene City,Normal,Female,Sports and travel,24.77,5.0,6.19,130.04,123.85,119.73,8.5
GRC-STR-015,2/26/2019,Greene City,Normal,Male,Sports and travel,54.45,1.0,2.72,57.17,54.45,52.02,7.9
GRC-STR-016,3/6/2019,Greene City,Normal,Female,Sports and travel,67.43,5.0,16.86,354.01,337.15,323.86,6.3
GRC-STR-017,1/31/2019,Greene City,Member,Male,Sports and travel,79.93,6.0,23.98,503.56,479.58,461.79,5.5
GRC-STR-018,3/12/2019,Greene City,Normal,Male,Sports and travel,97.74,4.0,19.55,410.51,390.96,381.9,6.4
GRC-STR-019,2/24/2019,Greene City,Normal,Female,Sports and travel,57.95,6.0,17.39,365.09,347.7,331.95,5.2
GRC-STR-020,3/16/2019,Greene City,Normal,Male,Sports and travel,74.97,1.0,3.75,78.72,74.97,72.52,5.6
GRC-STR-021,1/31/2019,Greene City,Member,Male,Sports and travel,75.82,1.0,3.79,79.61,75.82,73.24,5.8
GRC-STR-022,1/25/2019,Greene City,Normal,Male,Sports and travel,21.87,2.0,2.19,45.93,43.74,41.62,6.9
GRC-STR-023,2/27/2019,Greene City,Normal,Male,Sports and travel,67.27,5.0,16.82,353.17,336.35,317.64,6.9
GRC-STR-024,3/22/2019,Greene City,Member,Female,Sports and travel,88.43,8.0,35.37,742.81,707.44,687.8,4.3
GRC-STR-025,3/26/2019,Greene City,Member,Female,Sports and travel,39.12,1.0,1.96,41.08,39.12,38.08,9.6
GRC-STR-026,3/22/2019,Greene City,Normal,Male,Sports and travel,37.02,6.0,11.11,233.23,222.12,216.84,4.5
GRC-STR-027,3/16/2019,Greene City,Normal,Male,Sports and travel,34.37,10.0,17.19,360.89,343.7,332.99,6.7
GRC-STR-028,3/21/2019,Greene City,Member,Female,Sports and travel,49.49,4.0,9.9,207.86,197.96,193.25,6.6
GRC-STR-029,3/20/2019,Greene City,Normal,Male,Sports and travel,75.92,8.0,30.37,637.73,607.36,580.28,5.5
GRC-STR-030,1/21/2019,Greene City,Member,Female,Sports and travel,98.13,1.0,4.91,103.04,98.13,94.9,8.9
GRC-STR-031,2/3/2019,Greene City,Member,Male,Sports and travel,73.97,1.0,3.7,77.67,73.97,69.88,5.4
GRC-STR-032,3/25/2019,Greene City,Normal,Female,Sports and travel,93.31,2.0,9.33,195.95,186.62,178.19,6.3
GRC-STR-033,2/25/2019,Greene City,Normal,Male,Sports and travel,88.45,1.0,4.42,92.87,88.45,86.67,9.5
GRC-STR-034,1/8/2019,Greene City,Member,Female,Sports and travel,48.5,3.0,7.28,152.78,145.5,140.21,6.7
GRC-STR-035,1/16/2019,Greene City,Member,Female,Sports and travel,90.74,7.0,31.76,666.94,635.18,603.03,6.2
GRC-STR-036,2/13/2019,Greene City,Member,Female,Sports and travel,20.18,4.0,4.04,84.76,80.72,77.25,5.0
GRC-STR-037,1/26/2019,Greene City,Normal,Female,Sports and travel,51.54,5.0,12.89,270.59,257.7,250.38,4.2
GRC-STR-038,1/29/2019,Greene City,Member,Male,Sports and travel,26.67,10.0,13.34,280.04,266.7,255.78,8.6
GRC-STR-039,1/19/2019,Greene City,Normal,Male,Sports and travel,63.06,3.0,9.46,198.64,189.18,184.87,7.0
GRC-STR-040,3/15/2019,Greene City,Member,Male,Sports and travel,96.8,3.0,14.52,304.92,290.4,279.86,5.3
