InvoiceID,Date,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax,TotalPrice,Revenue,COGS
OLI-CLO-038,2/13/2019,Olinger,Member,Female,Clothing,92.98,2,9.3,195.26,185.96,180.17
GRC-CLO-043,1/14/2019,Greene City,Member,Female,Clothing,18.08,4,3.62,75.94,72.32,70.66
GRC-STR-039,1/19/2019,Greene City,Normal,Male,Sports and travel,63.06,3,9.46,198.64,189.18,184.87
CAR-HBE-030,3/9/2019,Carbon Creek,Normal,Male,Health and beauty,51.71,4,10.34,217.18,206.84,195.25
CAR-FBV-030,3/27/2019,Carbon Creek,Normal,Female,Food and beverages,52.34,3,7.85,164.87,157.02,152.85
CAR-STR-037,2/4/2019,Carbon Creek,Normal,Female,Sports and travel,43.06,5,10.77,226.07,215.3,207.53
OLI-CLO-039,3/14/2019,Olinger,Normal,Male,Clothing,59.61,10,29.81,625.91,596.1,570.69
CAR-HBE-031,3/4/2019,Carbon Creek,Normal,Male,Health and beauty,14.62,5,3.66,76.76,73.1,69.35
OLI-HBE-025,3/3/2019,Olinger,Member,Male,Health and beauty,46.53,6,13.96,,279.18,264.93
OLI-HML-028,1/27/2019,Olinger,Member,Female,Home and lifestyle,24.24,7,8.48,178.16,169.68,165.08
CAR-STR-038,2/7/2019,Carbon Creek,Member,Female,Sports and travel,45.58,1,2.28,47.86,45.58,44.53
CAR-STR-039,2/5/2019,Carbon Creek,Member,Female,Sports and travel,75.2,3,11.28,236.88,225.6,214.83
GRC-STR-040,3/15/2019,Greene City,Member,Male,Sports and travel,96.8,3,14.52,304.92,290.4,279.86
GRC-HBE-032,3/1/2019,Greene City,Normal,Male,Health and beauty,14.82,3,2.22,46.68,44.46,42.95
CAR-FBV-031,2/15/2019,Carbon Creek,Normal,Male,Food and beverages,52.2,3,7.83,164.43,156.6,152.47
OLI-STR-028,2/17/2019,Olinger,Normal,Female,Sports and travel,46.66,9,21,440.94,419.94,409.27
OLI-CLO-040,1/26/2019,Olinger,Normal,Female,Clothing,36.85,5,9.21,193.46,184.25,175
CAR-HML-044,3/24/2019,Carbon Creek,Member,Female,Home and lifestyle,70.32,2,7.03,147.67,140.64,137.53
OLI-ELE-035,1/23/2019,Olinger,Normal,Male,Electronics,83.08,1,4.15,87.23,83.08,79.99
OLI-CLO-041,1/26/2019,Olinger,Normal,Female,Clothing,64.99,1,3.25,68.24,64.99,62.03
OLI-FBV-046,3/14/2019,Olinger,Normal,Male,Food and beverages,77.56,10,38.78,814.38,775.6,758.95
GRC-STR-041,3/17/2019,Greene City,Normal,Female,Sports and travel,54.51,6,16.35,343.41,327.06,308.98
OLI-CLO-042,1/8/2019,Olinger,Member,Female,Clothing,51.89,7,18.16,381.39,363.23,352.51
GRC-HML-026,2/8/2019,Greene City,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,127,122.46
CAR-CLO-022,2/10/2019,Carbon Creek,Member,Female,Clothing,53.65,7,18.78,394.33,375.55,367.42
OLI-FBV-047,3/28/2019,Olinger,Member,Female,Food and beverages,49.79,4,9.96,209.12,199.16,195.03
CAR-CLO-023,1/23/2019,Carbon Creek,Normal,Male,Clothing,30.61,1,1.53,32.14,30.61,29.72
GRC-FBV-028,1/17/2019,Greene City,Member,Male,Food and beverages,57.89,2,5.79,121.57,115.78,109.56
CAR-ELE-037,2/7/2019,Carbon Creek,Normal,Female,Electronics,28.96,1,1.45,30.41,28.96,28.24
OLI-FBV-048,3/9/2019,Olinger,Member,Female,Food and beverages,98.97,9,44.54,935.27,890.73,865.75
GRC-CLO-044,1/24/2019,Greene City,Member,Male,Clothing,93.22,3,13.98,293.64,279.66,265.13
OLI-STR-029,1/19/2019,Olinger,Member,Male,Sports and travel,80.93,1,4.05,84.98,80.93,79.23
CAR-FBV-032,2/3/2019,Carbon Creek,Member,Male,Food and beverages,67.45,10,33.73,708.23,674.5,638.55
CAR-STR-040,3/20/2019,Carbon Creek,Member,Female,Sports and travel,38.72,9,17.42,365.9,348.48,328.81
GRC-STR-042,1/13/2019,Greene City,Member,Male,Sports and travel,72.6,6,21.78,457.38,435.6,424.49
OLI-ELE-036,3/14/2019,Olinger,Member,Male,Electronics,87.91,5,21.98,461.53,439.55,418.31
CAR-FBV-033,1/23/2019,Carbon Creek,Member,Male,Food and beverages,98.53,6,29.56,620.74,591.18,567.19
OLI-CLO-043,2/7/2019,Olinger,Member,Female,Clothing,43.46,6,13.04,273.8,260.76,252.94
CAR-FBV-034,3/28/2019,Carbon Creek,Normal,Female,Food and beverages,71.68,3,10.75,225.79,215.04,204.28
CAR-FBV-035,3/20/2019,Carbon Creek,Member,Female,Food and beverages,91.61,1,4.58,96.19,91.61,86.54
GRC-HML-027,1/17/2019,Greene City,Member,Female,Home and lifestyle,94.59,7,33.11,695.24,662.13,638.64
GRC-CLO-045,1/12/2019,Greene City,Normal,Female,Clothing,83.25,10,41.63,874.13,832.5,789.44
GRC-CLO-046,2/16/2019,Greene City,Member,Male,Clothing,91.35,1,4.57,95.92,91.35,87.28
GRC-FBV-029,1/26/2019,Greene City,Member,Female,Food and beverages,78.88,2,7.89,165.65,157.76,149.48
CAR-STR-041,3/9/2019,Carbon Creek,Normal,Male,Sports and travel,60.87,2,6.09,127.83,121.74,117.04
GRC-HBE-033,3/14/2019,Greene City,Member,Male,Health and beauty,82.58,10,41.29,867.09,825.8,784.04
CAR-HML-045,1/25/2019,Carbon Creek,Member,Male,Home and lifestyle,53.3,3,8,167.9,159.9,151.75
CAR-CLO-024,1/26/2019,Carbon Creek,Normal,Female,Clothing,12.09,1,0.6,12.69,12.09,11.44
CAR-STR-042,1/19/2019,Carbon Creek,Normal,Male,Sports and travel,64.19,10,32.1,674,641.9,628.56
CAR-ELE-038,3/5/2019,Carbon Creek,Normal,Male,Electronics,78.31,3,11.75,246.68,234.93,226.26
CAR-FBV-036,1/15/2019,Carbon Creek,Member,Male,Food and beverages,83.77,2,8.38,175.92,167.54,159.72
GRC-HML-028,3/18/2019,Greene City,Normal,Male,Home and lifestyle,99.7,3,14.96,314.06,299.1,291.51
GRC-FBV-030,3/20/2019,Greene City,Member,Male,Food and beverages,79.91,3,11.99,251.72,239.73,234.3
GRC-HBE-034,1/15/2019,Greene City,Member,Male,Health and beauty,66.47,10,33.24,697.94,664.7,633.46
CAR-HBE-032,3/3/2019,Carbon Creek,Normal,Male,Health and beauty,28.95,7,10.13,212.78,202.65,193.85
OLI-ELE-037,3/19/2019,Olinger,Normal,Female,Electronics,46.2,1,2.31,48.51,46.2,44.89
GRC-FBV-031,3/8/2019,Greene City,Member,Female,Food and beverages,17.63,5,4.41,92.56,88.15,85.78
GRC-CLO-047,2/27/2019,Greene City,Normal,Male,Clothing,52.42,3,7.86,165.12,157.26,150.54
GRC-FBV-032,2/23/2019,Greene City,Member,Female,Food and beverages,98.79,3,14.82,311.19,296.37,284.95
OLI-ELE-038,3/19/2019,Olinger,Member,Female,Electronics,88.55,8,35.42,743.82,708.4,693.38
GRC-ELE-028,3/27/2019,Greene City,Member,Male,Electronics,55.67,2,5.57,116.91,111.34,107.38
OLI-FBV-049,3/30/2019,Olinger,Member,Female,Food and beverages,72.52,0,29.01,609.17,580.16,559.08
OLI-ELE-039,2/16/2019,Olinger,Member,Male,Electronics,12.05,5,3.01,63.26,60.25,58.11
CAR-HML-046,1/18/2019,Carbon Creek,Member,Male,Home and lifestyle,19.36,9,8.71,182.95,174.24,166.89
OLI-HBE-026,3/30/2019,Olinger,Normal,Male,Health and beauty,70.21,6,21.06,442.32,421.26,406.77
GRC-CLO-048,3/20/2019,Greene City,Member,Male,Clothing,33.63,1,1.68,35.31,33.63,31.97
OLI-STR-030,1/16/2019,Olinger,Member,Female,Sports and travel,15.49,2,1.55,32.53,30.98,29.76
OLI-ELE-040,2/24/2019,Olinger,Normal,Male,Electronics,24.74,10,12.37,259.77,247.4,237.78
GRC-ELE-029,1/15/2019,Greene City,Normal,Male,Electronics,75.66,5,18.92,397.22,378.3,363.83
GRC-HBE-035,1/22/2019,Greene City,Normal,Female,Health and beauty,55.81,6,16.74,351.6,334.86,323.5
CAR-HML-047,2/3/2019,Carbon Creek,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,727.8,694.22
GRC-STR-043,3/6/2019,Greene City,Member,Male,Sports and travel,37.32,9,16.79,352.67,335.88,318.44
GRC-CLO-049,2/16/2019,Greene City,Member,Male,Clothing,60.18,4,12.04,252.76,240.72,227.58
CAR-ELE-039,3/14/2019,Carbon Creek,Normal,Female,Electronics,15.69,3,2.35,49.42,47.07,44.46
OLI-ELE-041,2/27/2019,Olinger,Normal,Female,Electronics,99.69,1,4.98,104.67,99.69,95.41
CAR-CLO-025,1/18/2019,Carbon Creek,Member,Female,Clothing,88.15,3,13.22,277.67,264.45,250.19
CAR-STR-043,1/29/2019,Carbon Creek,Member,Female,Sports and travel,27.93,5,6.98,146.63,139.65,133.27
CAR-CLO-026,2/26/2019,Carbon Creek,Member,Male,Clothing,55.45,1,2.77,58.22,55.45,53.39
GRC-STR-044,2/3/2019,Greene City,Normal,Female,Sports and travel,42.97,3,6.45,135.36,128.91,121.94
OLI-STR-031,1/16/2019,Olinger,Member,Male,Sports and travel,17.14,7,6,125.98,119.98,114.19
GRC-CLO-050,3/24/2019,Greene City,Member,Female,Clothing,58.75,6,17.63,370.13,352.5,337.16
OLI-FBV-050,2/12/2019,Olinger,Member,Female,Food and beverages,87.1,10,43.55,914.55,871,848.01
OLI-STR-032,2/21/2019,Olinger,Normal,Female,Sports and travel,98.8,2,9.88,207.48,197.6,187.39
CAR-CLO-027,2/4/2019,Carbon Creek,Normal,Female,Clothing,48.63,4,9.73,204.25,194.52,186.15
GRC-FBV-033,2/20/2019,Greene City,Member,Male,Food and beverages,57.74,3,8.66,181.88,173.22,166.27
GRC-HBE-036,2/23/2019,Greene City,Normal,Female,Health and beauty,17.97,4,3.59,75.47,71.88,68.02
OLI-HBE-027,2/16/2019,Olinger,Member,Female,Health and beauty,47.71,6,14.31,300.57,286.26,272.08
GRC-STR-045,1/17/2019,Greene City,Normal,Female,Sports and travel,40.62,2,4.06,85.3,81.24,77.61
CAR-CLO-028,1/14/2019,Carbon Creek,Member,Male,Clothing,56.04,10,28.02,588.42,560.4,539.55
GRC-FBV-034,3/30/2019,Greene City,Member,Male,Food and beverages,93.4,2,9.34,196.14,186.8,181.26
GRC-HBE-037,3/2/2019,Greene City,Normal,Female,Health and beauty,73.41,3,11.01,231.24,220.23,212.69
OLI-HBE-028,2/15/2019,Olinger,Normal,Male,Health and beauty,33.64,8,13.46,282.58,269.12,260.7
CAR-ELE-040,3/1/2019,Carbon Creek,Normal,Female,Electronics,45.48,10,22.74,477.54,454.8,429.22
GRC-CLO-051,2/24/2019,Greene City,Member,Male,Clothing,83.77,2,8.38,175.92,167.54,160.34
GRC-STR-046,2/19/2019,Greene City,Member,Female,Sports and travel,64.08,7,22.43,470.99,448.56,437.3
CAR-FBV-037,2/23/2019,Carbon Creek,Member,Female,Food and beverages,73.47,4,14.69,308.57,293.88,285.44
OLI-HBE-029,2/7/2019,Olinger,Normal,Male,Health and beauty,58.95,10,29.48,618.98,589.5,575.05
CAR-FBV-038,1/11/2019,Carbon Creek,Member,Male,Food and beverages,48.5,6,14.55,305.55,291,282.94
GRC-ELE-030,2/12/2019,Greene City,Member,Female,Electronics,39.48,1,1.97,41.45,39.48,37.84
GRC-STR-047,1/14/2019,Greene City,Normal,Female,Sports and travel,34.81,1,1.74,36.55,34.81,34.09
OLI-CLO-044,1/9/2019,Olinger,Normal,Female,Clothing,49.32,6,14.8,310.72,295.92,289.55
CAR-CLO-029,2/27/2019,Carbon Creek,Member,Male,Clothing,21.48,2,2.15,45.11,42.96,40.77
GRC-STR-048,1/24/2019,Greene City,Member,Female,Sports and travel,23.08,6,6.92,145.4,138.48,133.89
GRC-HML-029,1/8/2019,Greene City,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,98.2,94.25
GRC-STR-049,1/8/2019,Greene City,Member,Female,Sports and travel,64.83,2,6.48,136.14,129.66,125.5
CAR-HML-048,1/16/2019,Carbon Creek,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,635.6,619.36
OLI-STR-033,3/13/2019,Olinger,Member,Male,Sports and travel,72.88,2,7.29,153.05,145.76,138.42
CAR-FBV-039,2/15/2019,Carbon Creek,Normal,Female,Food and beverages,67.1,3,10.07,211.37,201.3,193.81
OLI-STR-034,1/25/2019,Olinger,Member,Female,Sports and travel,70.19,9,31.59,663.3,631.71,598.87
OLI-FBV-051,3/12/2019,Olinger,Member,Male,Food and beverages,55.04,7,19.26,404.54,385.28,364.19
CAR-HBE-033,3/4/2019,Carbon Creek,Member,Male,Health and beauty,48.63,10,24.32,510.62,486.3,467.02
OLI-CLO-045,2/10/2019,Olinger,Member,Female,Clothing,73.38,7,25.68,539.34,513.66,492.01
OLI-FBV-052,1/16/2019,Olinger,Normal,Female,Food and beverages,52.6,9,23.67,497.07,473.4,460.28
CAR-HML-049,1/29/2019,Carbon Creek,Member,Female,Home and lifestyle,87.37,5,21.84,458.69,436.85,426.7
CAR-STR-044,1/1/2019,Carbon Creek,Member,Female,Sports and travel,27.04,4,5.41,113.57,108.16,102.86
GRC-HML-030,1/6/2019,Greene City,Normal,Male,Home and lifestyle,62.19,4,12.44,261.2,248.76,237.86
CAR-ELE-041,2/19/2019,Carbon Creek,Member,Male,Electronics,69.58,9,31.31,657.53,626.22,598.9
OLI-HML-029,1/12/2019,Olinger,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,975,950.07
OLI-CLO-046,2/7/2019,Olinger,Normal,Female,Clothing,60.41,8,24.16,507.44,483.28,460.17
GRC-FBV-035,3/27/2019,Greene City,Normal,Male,Food and beverages,32.32,3,4.85,101.81,96.96,91.92
GRC-CLO-052,2/27/2019,Greene City,Member,Female,Clothing,19.77,10,9.89,207.59,197.7,192.21
GRC-HBE-038,1/6/2019,Greene City,Member,Male,Health and beauty,80.47,9,36.21,760.44,724.23,694.39
GRC-HML-031,3/2/2019,Greene City,Member,Female,Home and lifestyle,88.39,9,39.78,835.29,795.51,762.18
GRC-HBE-039,3/29/2019,Greene City,Normal,Male,Health and beauty,71.77,7,25.12,527.51,502.39,484.85
GRC-ELE-031,1/31/2019,Greene City,Normal,Female,Electronics,43,4,8.6,180.6,172,162.64
OLI-FBV-053,1/21/2019,Olinger,Member,Male,Food and beverages,68.98,1,3.45,72.43,68.98,66.49
OLI-CLO-047,1/20/2019,Olinger,Normal,Male,Clothing,15.62,8,6.25,131.21,124.96,120.39
CAR-STR-045,1/17/2019,Carbon Creek,Normal,Male,Sports and travel,25.7,3,3.86,80.96,77.1,73.5
CAR-FBV-040,2/28/2019,Carbon Creek,Member,Male,Food and beverages,80.62,6,24.19,507.91,483.72,461.07
OLI-HML-030,3/19/2019,Olinger,Member,Female,Home and lifestyle,75.53,4,15.11,317.23,302.12,294.3
OLI-ELE-042,2/19/2019,Olinger,Normal,Female,Electronics,77.63,9,34.93,733.6,698.67,680.48
OLI-HBE-030,2/4/2019,Olinger,Normal,Female,Health and beauty,13.85,9,6.23,130.88,124.65,118
OLI-CLO-048,1/31/2019,Olinger,Member,Male,Clothing,98.7,8,39.48,829.08,789.6,748.78
CAR-HBE-034,2/6/2019,Carbon Creek,Normal,Female,Health and beauty,35.68,5,8.92,187.32,178.4,170.1
CAR-CLO-030,3/28/2019,Carbon Creek,Member,Female,Clothing,71.46,7,25.01,525.23,500.22,475.76
CAR-ELE-042,1/19/2019,Carbon Creek,Member,Male,Electronics,11.94,3,1.79,37.61,35.82,34.75
CAR-CLO-031,2/17/2019,Carbon Creek,Normal,Male,Clothing,45.38,3,6.81,142.95,136.14,129.19
GRC-CLO-053,1/18/2019,Greene City,Member,Female,Clothing,17.48,6,5.24,110.12,104.88,99.3
GRC-CLO-054,2/2/2019,Greene City,Normal,Female,Clothing,25.56,7,8.95,187.87,178.92,170.58
OLI-STR-035,1/18/2019,Olinger,Member,Female,Sports and travel,90.63,9,40.78,856.45,815.67,785.63
GRC-HML-032,3/18/2019,Greene City,Normal,Male,Home and lifestyle,44.12,3,6.62,138.98,132.36,128.59
OLI-FBV-054,1/11/2019,Olinger,Member,Female,Food and beverages,36.77,7,12.87,270.26,257.39,243.16
GRC-FBV-036,2/4/2019,Greene City,Member,Male,Food and beverages,23.34,4,4.67,98.03,93.36,90.1
OLI-HBE-031,2/6/2019,Olinger,Member,Female,Health and beauty,28.5,8,11.4,239.4,228,218.51
OLI-HML-031,1/8/2019,Olinger,Member,Male,Home and lifestyle,55.57,3,8.34,175.05,166.71,157.66
GRC-STR-050,3/5/2019,Greene City,Normal,Male,Sports and travel,69.74,10,34.87,732.27,697.4,660.45
OLI-CLO-049,3/16/2019,Olinger,Normal,Male,Clothing,97.26,4,19.45,408.49,389.04,374.72
GRC-HML-033,3/9/2019,Greene City,Member,Female,Home and lifestyle,52.18,7,18.26,383.52,365.26,351.86
CAR-CLO-032,3/1/2019,Carbon Creek,Member,Female,Clothing,22.32,4,4.46,93.74,89.28,85.38
CAR-HBE-035,2/28/2019,Carbon Creek,Normal,Male,Health and beauty,56,3,8.4,176.4,168,160.02
CAR-CLO-033,2/8/2019,Carbon Creek,Member,Male,Clothing,19.7,1,0.99,20.69,19.7,18.91
GRC-ELE-032,1/24/2019,Greene City,Normal,Male,Electronics,75.88,7,26.56,557.72,531.16,519.87
GRC-FBV-037,3/1/2019,Greene City,Member,Male,Food and beverages,53.72,1,2.69,56.41,53.72,52.51
OLI-HBE-032,3/10/2019,Olinger,Member,Male,Health and beauty,81.95,10,40.98,860.48,819.5,791.85
OLI-HML-032,3/23/2019,Olinger,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,568.4,539.44
OLI-ELE-043,1/29/2019,Olinger,Normal,Male,Electronics,58.76,10,29.38,616.98,587.6,566.7
GRC-ELE-033,1/12/2019,Greene City,Member,Male,Electronics,91.56,8,36.62,769.1,732.48,702.81
CAR-HML-050,3/20/2019,Carbon Creek,Normal,Male,Home and lifestyle,93.96,9,42.28,887.92,845.64,804.6
OLI-HML-033,3/23/2019,Olinger,Normal,Male,Home and lifestyle,55.61,7,19.46,408.73,389.27,376.2
OLI-FBV-055,1/14/2019,Olinger,Normal,Male,Food and beverages,84.83,1,4.24,89.07,84.83,80.98
CAR-STR-046,2/12/2019,Carbon Creek,Member,Female,Sports and travel,71.63,2,7.16,150.42,143.26,136.71
CAR-HML-051,2/20/2019,Carbon Creek,Member,Male,Home and lifestyle,37.69,2,3.77,79.15,75.38,72.47
OLI-STR-036,1/2/2019,Olinger,Member,Female,Sports and travel,31.67,8,12.67,266.03,253.36,247.31
OLI-FBV-056,2/2/2019,Olinger,Member,Female,Food and beverages,38.42,-1,1.92,40.34,38.42,37.32
GRC-CLO-055,1/8/2019,Greene City,Member,Male,Clothing,65.23,10,32.62,684.92,652.3,620.73
OLI-HML-034,1/30/2019,Olinger,Member,Female,Home and lifestyle,10.53,5,2.63,55.28,52.65,50.22
GRC-HML-034,3/26/2019,Greene City,Member,Female,Home and lifestyle,12.29,9,5.53,116.14,110.61,104.51
OLI-HBE-033,1/15/2019,Olinger,Member,Male,Health and beauty,81.23,7,28.43,597.04,568.61,556.23
GRC-CLO-056,3/14/2019,Greene City,Member,Female,Clothing,22.32,4,4.46,93.74,89.28,84.48
CAR-FBV-041,2/3/2019,Carbon Creek,Normal,Female,Food and beverages,27.28,5,6.82,143.22,136.4,129.17
CAR-ELE-043,2/22/2019,Carbon Creek,Member,Female,Electronics,17.42,10,8.71,182.91,174.2,170.62
GRC-HML-035,1/24/2019,Greene City,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,366.4,358.23
OLI-CLO-050,1/25/2019,Olinger,Member,Female,Clothing,84.87,3,12.73,267.34,254.61,243.26
CAR-CLO-034,3/9/2019,Carbon Creek,Normal,Female,Clothing,97.29,8,38.92,817.24,778.32,751.32
GRC-ELE-034,2/17/2019,Greene City,Member,Female,Electronics,35.74,8,14.3,300.22,285.92,272.91
CAR-HML-052,1/11/2019,Carbon Creek,Normal,Female,Home and lifestyle,96.52,6,28.96,608.08,579.12,564.21
CAR-FBV-042,2/27/2019,Carbon Creek,Member,Male,Food and beverages,18.85,10,9.43,197.93,188.5,179.06
CAR-FBV-043,3/25/2019,Carbon Creek,Normal,Female,Food and beverages,55.39,4,11.08,232.64,221.56,215.42
GRC-FBV-038,2/11/2019,Greene City,Member,Female,Food and beverages,77.2,10,38.6,810.6,772,754.02
GRC-ELE-035,1/31/2019,Greene City,Normal,Male,Electronics,72.13,10,36.07,757.37,721.3,703.54
CAR-CLO-035,1/20/2019,Carbon Creek,Member,Female,Clothing,63.88,8,25.55,536.59,511.04,494.65
CAR-HBE-036,3/26/2019,Carbon Creek,Member,Female,Health and beauty,10.69,5,2.67,56.12,53.45,52.28
CAR-HBE-037,1/20/2019,Carbon Creek,Member,Male,Health and beauty,55.5,4,11.1,233.1,222,211.22
GRC-HML-036,3/5/2019,Greene City,Normal,Female,Home and lifestyle,95.46,8,38.18,801.86,763.68,739.38
OLI-CLO-051,1/5/2019,Olinger,Normal,Female,Clothing,76.06,3,11.41,239.59,228.18,221.59
GRC-STR-051,2/13/2019,Greene City,Normal,Male,Sports and travel,13.69,6,4.11,86.25,82.14,77.78
GRC-ELE-036,3/16/2019,Greene City,Normal,Female,Electronics,95.64,4,19.13,401.69,382.56,369.75
CAR-HML-053,1/15/2019,Carbon Creek,Normal,Female,Home and lifestyle,11.43,6,3.43,72.01,68.58,65.03
GRC-STR-052,2/26/2019,Greene City,Member,Female,Sports and travel,95.54,4,19.11,401.27,382.16,363.76
OLI-HBE-034,2/27/2019,Olinger,Member,Female,Health and beauty,85.87,7,30.05,631.14,601.09,570.2
OLI-STR-037,2/17/2019,Olinger,Member,Female,Sports and travel,67.99,7,23.8,499.73,475.93,456.03
OLI-FBV-057,2/6/2019,Olinger,Normal,Female,Food and beverages,52.42,1,2.62,55.04,52.42,49.96
OLI-FBV-058,1/17/2019,Olinger,Member,Male,Food and beverages,65.65,2,6.57,137.87,131.3,128.46
GRC-FBV-039,1/22/2019,Greene City,Normal,Female,Food and beverages,28.86,5,7.22,151.52,144.3,138.98
OLI-HBE-035,3/5/2019,Olinger,Member,Male,Health and beauty,65.31,7,22.86,480.03,457.17,442.09
GRC-STR-053,1/3/2019,Greene City,Normal,Male,Sports and travel,93.38,1,4.67,98.05,93.38,89.51
OLI-STR-038,3/20/2019,Olinger,Member,Male,Sports and travel,25.25,5,6.31,132.56,126.25,121.84
GRC-ELE-037,1/31/2019,Greene City,Member,Male,Electronics,87.87,9,39.54,830.37,790.83,748.79
OLI-HBE-036,2/19/2019,Olinger,Normal,Male,Health and beauty,21.8,8,8.72,183.12,174.4,165.42
CAR-STR-047,2/11/2019,Carbon Creek,Normal,Female,Sports and travel,94.76,4,18.95,397.99,379.04,370.14
CAR-CLO-036,2/5/2019,Carbon Creek,Member,Female,Clothing,30.62,1,1.53,32.15,30.62,29.05
OLI-HML-035,3/3/2019,Olinger,Normal,Female,Home and lifestyle,44.01,8,17.6,369.68,352.08,341.24
OLI-HBE-037,2/24/2019,Olinger,Member,Female,Health and beauty,10.16,5,2.54,53.34,50.8,48.31
CAR-ELE-044,2/4/2019,Carbon Creek,Normal,Male,Electronics,74.58,7,26.1,548.16,522.06,499.56
OLI-ELE-044,2/19/2019,Olinger,Normal,Male,Electronics,71.89,8,28.76,603.88,575.12,551.04
OLI-HBE-038,1/23/2019,Olinger,Normal,,Health and beauty,10.99,5,2.75,57.7,54.95,52.02
OLI-HBE-039,1/14/2019,Olinger,Member,Male,Health and beauty,60.47,3,9.07,190.48,181.41,175.7
CAR-STR-048,1/17/2019,Carbon Creek,Normal,Male,Sports and travel,58.91,7,20.62,432.99,412.37,403.82
CAR-CLO-037,3/3/2019,Carbon Creek,Normal,Male,Clothing,46.41,1,2.32,48.73,46.41,44.83
OLI-HBE-040,2/15/2019,Olinger,Member,Male,Health and beauty,68.55,4,13.71,287.91,274.2,260.24
GRC-HML-037,1/15/2019,Greene City,Normal,Female,Home and lifestyle,97.37,10,48.69,1022.39,973.7,933.57
CAR-ELE-045,2/27/2019,Carbon Creek,Member,Male,Electronics,92.6,7,32.41,680.61,648.2,632.92
CAR-ELE-046,2/26/2019,Carbon Creek,Normal,Female,Electronics,46.61,2,4.66,97.88,93.22,88.36
GRC-CLO-057,3/15/2019,Greene City,Normal,Male,Clothing,27.18,2,2.72,57.08,54.36,51.62
OLI-HML-036,1/24/2019,Olinger,Member,Female,Home and lifestyle,60.87,1,3.04,63.91,60.87,58.92
CAR-STR-049,2/22/2019,Carbon Creek,Member,Female,Sports and travel,24.49,10,12.25,257.15,244.9,233.9
GRC-HBE-040,3/15/2019,Greene City,Normal,Male,Health and beauty,92.78,1,4.64,97.42,92.78,87.53
OLI-HML-037,2/11/2019,Olinger,Member,Male,Home and lifestyle,86.69,5,21.67,455.12,433.45,415.47
GRC-STR-054,1/12/2019,Greene City,Normal,Male,Sports and travel,23.01,6,6.9,144.96,138.06,131.56
OLI-ELE-045,3/3/2019,Olinger,Member,Female,Electronics,30.2,8,12.08,253.68,241.6,233.45
OLI-CLO-052,3/23/2019,Olinger,Member,Male,Clothing,67.39,7,23.59,495.32,471.73,461.02
CAR-CLO-038,3/4/2019,Carbon Creek,Member,Female,Clothing,48.96,9,22.03,462.67,440.64,423.18
GRC-ELE-038,2/23/2019,Greene City,Member,Female,Electronics,75.59,9,34.02,714.33,680.31,643.45
CAR-HML-054,3/17/2019,Carbon Creek,Normal,Female,Home and lifestyle,77.47,4,15.49,325.37,309.88,294.61
CAR-STR-050,1/16/2019,Carbon Creek,Normal,Female,Sports and travel,93.18,2,9.32,195.68,186.36,180.75
CAR-ELE-047,1/8/2019,Carbon Creek,Normal,Female,Electronics,50.23,4,10.05,210.97,200.92,194.84
GRC-HBE-041,1/14/2019,Greene City,Normal,Female,Health and beauty,17.75,1,0.89,18.64,17.75,17.28
OLI-CLO-053,1/31/2019,Olinger,Normal,Female,Clothing,62.18,10,31.09,652.89,621.8,591.36
GRC-HBE-042,3/15/2019,Greene City,Normal,Male,Health and beauty,10.75,8,4.3,90.3,86,83.76
CAR-ELE-048,2/24/2019,Carbon Creek,Normal,Female,Electronics,40.26,10,20.13,422.73,402.6,392.41
OLI-STR-039,2/8/2019,Olinger,Member,Female,Sports and travel,64.97,5,16.24,341.09,324.85,315.89
CAR-ELE-049,3/22/2019,Carbon Creek,Normal,Male,Electronics,95.15,1,4.76,99.91,95.15,91.18
CAR-ELE-050,1/24/2019,Carbon Creek,Member,Female,Electronics,48.62,8,19.45,408.41,388.96,370.3
GRC-FBV-040,3/14/2019,Greene City,Normal,Female,Food and beverages,53.21,8,21.28,446.96,425.68,403.38
OLI-CLO-054,1/23/2019,Olinger,Normal,Female,Clothing,45.44,7,15.9,333.98,318.08,309.15
CAR-FBV-044,1/19/2019,Carbon Creek,Normal,Male,Food and beverages,33.88,8,13.55,284.59,271.04,262.59
GRC-HBE-043,1/27/2019,Greene City,Member,Male,Health and beauty,96.16,4,19.23,403.87,384.64,369.06
GRC-FBV-041,2/3/2019,Greene City,Member,Male,Food and beverages,47.16,5,11.79,247.59,235.8,228.47
GRC-ELE-039,3/25/2019,Greene City,Normal,Male,Electronics,52.89,4,10.58,222.14,211.56,207
CAR-HML-055,2/24/2019,Carbon Creek,Member,Female,Home and lifestyle,47.68,2,4.77,100.13,95.36,92.81
OLI-STR-040,2/7/2019,Olinger,Member,Male,Sports and travel,10.17,1,0.51,10.68,10.17,9.75
CAR-HBE-038,3/4/2019,Carbon Creek,Normal,Female,Health and beauty,68.71,3,10.31,216.44,206.13,197.12
